timestampMs,pressurePa,tempK,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,imuTemp,battV,altitudeM,velocityMS,accelerationMSS,unfiltAlt,flightState,drogueCont,drogueFired,mainCont,mainFired,tiltMagnitudeDeg,angularVelRadS_x,angularVelRadS_y,angularVelRadS_z,quaternion_a,quaternion_b,quaternion_c,quaternion_d
420116,101620.015625,281.67,9.792284,0.086191,-0.043095,0.022348,0.001064,-0.008513,286.59,4.00,1.55,0.10,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
425116,101620.015625,281.67,9.787496,0.110133,-0.047884,0.021284,-0.001064,-0.011706,286.59,4.03,1.59,0.15,-0.01,-23.905950,0,1,0,1,0,,,,,,,,
430116,101620.015625,281.67,9.763554,0.119710,-0.062249,0.023412,0.002128,-0.008513,286.54,4.00,1.36,0.08,-0.01,-23.905950,0,1,0,1,0,,,,,,,,
435116,101623.828125,281.69,9.797073,0.081402,-0.043095,0.021284,0.002128,-0.009578,286.54,4.02,1.23,-0.12,-0.01,-24.214521,0,1,0,1,0,,,,,,,,
440116,101620.015625,281.67,9.797073,0.076614,-0.062249,0.021284,0.002128,-0.010642,286.54,4.00,1.86,0.47,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
445116,101642.531250,281.69,9.792284,0.119710,-0.071826,0.022348,0.000000,-0.011706,286.74,4.02,0.96,-0.44,-0.00,-25.728145,0,1,0,1,0,,,,,,,,
450116,101605.125000,281.69,9.792284,0.100556,-0.062249,0.023412,0.003192,-0.010642,286.69,4.02,1.66,0.27,-0.00,-22.700668,0,1,0,1,0,,,,,,,,
455116,101623.828125,281.69,9.806650,0.081402,-0.071826,0.021284,0.000000,-0.011706,286.59,4.00,0.91,-0.57,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
460116,101623.828125,281.69,9.792284,0.110133,-0.062249,0.021284,0.002128,-0.011706,286.54,4.02,1.21,-0.25,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
465116,101605.125000,281.69,9.797073,0.114921,-0.090979,0.022348,0.000000,-0.011706,286.49,4.00,1.66,0.21,-0.00,-22.700668,0,1,0,1,0,,,,,,,,
470116,101623.828125,281.69,9.792284,0.134075,-0.052672,0.021284,0.001064,-0.011706,286.54,4.03,1.29,-0.11,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
475116,101623.828125,281.69,9.801861,0.052672,-0.067037,0.021284,0.001064,-0.008513,286.69,4.00,1.67,0.17,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
480116,101605.125000,281.69,9.773131,0.076614,-0.057460,0.022348,0.000000,-0.009578,286.54,4.02,1.65,0.21,-0.00,-22.700668,0,1,0,1,0,,,,,,,,
485116,101623.828125,281.69,9.797073,0.052672,-0.081402,0.022348,-0.001064,-0.009578,286.54,4.02,1.50,0.06,-0.01,-24.214521,0,1,0,1,0,,,,,,,,
490116,101623.828125,281.69,9.782708,0.124498,-0.062249,0.023412,0.001064,-0.008513,286.54,4.00,0.94,-0.52,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
495116,101623.828125,281.69,9.787496,0.095768,-0.076614,0.020220,0.003192,-0.010642,286.39,4.02,1.55,0.11,-0.01,-24.214521,0,1,0,1,0,,,,,,,,
500116,101623.828125,281.69,9.811438,0.081402,-0.081402,0.020220,0.001064,-0.009578,286.39,4.00,1.38,-0.10,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
505116,101623.828125,281.69,9.835380,0.076614,-0.071826,0.023412,0.002128,-0.010642,286.54,4.02,1.80,0.40,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
510116,101642.531250,281.69,9.811438,0.119710,-0.062249,0.022348,0.002128,-0.009578,286.74,4.00,0.94,-0.40,-0.00,-25.728145,0,1,0,1,0,,,,,,,,
515116,101642.531250,281.69,9.811438,0.090979,-0.043095,0.021284,0.002128,-0.009578,286.54,4.03,1.35,-0.03,-0.00,-25.728145,0,1,0,1,0,,,,,,,,
520116,101623.828125,281.69,9.835380,0.105344,-0.033518,0.021284,0.002128,-0.007449,286.54,4.02,1.08,-0.31,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
525116,101623.828125,281.69,9.801861,0.110133,-0.047884,0.021284,0.000000,-0.009578,286.69,4.00,1.62,0.10,-0.01,-24.214521,0,1,0,1,0,,,,,,,,
530116,101620.015625,281.67,9.806650,0.129286,-0.047884,0.022348,0.001064,-0.009578,286.49,4.02,1.25,-0.22,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
535116,101623.828125,281.69,9.792284,0.129286,-0.062249,0.021284,0.002128,-0.008513,286.69,4.00,1.24,-0.31,-0.00,-24.214521,0,1,0,1,0,,,,,,,,
540116,101620.015625,281.67,9.816226,0.076614,-0.038307,0.021284,-0.001064,-0.010642,286.54,4.03,1.83,0.21,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
545116,101620.015625,281.67,9.768342,0.100556,-0.062249,0.020220,0.001064,-0.013834,286.54,4.00,1.34,-0.17,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
550116,101620.015625,281.67,9.825803,0.071826,-0.081402,0.021284,0.002128,-0.010642,286.30,4.02,1.54,0.05,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
555116,101634.921875,281.66,9.816226,0.105344,-0.062249,0.019156,0.001064,-0.009578,286.54,4.02,1.36,0.00,-0.00,-25.112354,0,1,0,1,0,,,,,,,,
559096,101638.718750,281.67,84.606300,0.086191,0.679953,0.850315,0.114936,-0.006385,286.30,3.99,4.27,13.29,60.80,-25.419622,1,1,0,1,0,,,,,,,,
559106,101657.421875,281.67,85.286254,-0.584185,1.177947,0.643856,-0.041504,-0.011706,286.54,4.00,2.94,12.60,62.20,-26.933069,1,1,0,1,0,,,,,,,,
559116,101601.328125,281.67,86.952613,-1.872265,1.963245,0.106422,-0.042569,0.000000,286.49,4.00,3.06,13.34,63.62,-22.393318,1,1,0,1,0,,,,,,,,
559126,101489.109375,281.67,86.641372,-3.936067,3.035847,-0.076624,0.085138,-0.031926,286.59,4.01,5.43,16.24,64.87,-13.305191,1,1,0,1,0,,,,,,,,
559136,101563.921875,281.67,86.880790,-4.357447,2.370259,-0.670461,0.059596,-0.039376,286.54,4.01,5.72,17.11,66.02,-19.364847,1,1,0,1,0,,,,,,,,
559146,101601.328125,281.67,82.154632,-3.811568,-8.848969,-0.535305,-0.255414,-0.004256,286.54,4.01,5.19,17.15,66.63,-22.393318,1,1,0,1,0,,,,,,,,
559156,101601.328125,281.67,89.236686,2.087743,-0.828393,-0.892884,0.110679,-0.017027,286.59,4.01,4.79,17.36,67.85,-22.393318,1,1,0,1,0,,,,,,,,
559166,101563.921875,281.67,87.871986,-2.676717,3.825934,-1.080188,0.249028,0.026605,286.35,4.01,5.25,18.39,68.82,-19.364847,1,1,0,1,0,,,,,,,,
559176,101563.921875,281.67,87.464973,-3.591302,-0.339976,-0.978022,0.251157,0.008513,286.49,4.01,5.60,19.31,69.66,-19.364847,1,1,0,1,0,,,,,,,,
559186,101563.921875,281.67,91.654830,-7.603984,0.809240,-0.683232,-0.055339,-0.008513,286.54,4.02,5.87,20.18,70.81,-19.364847,1,1,0,1,0,,,,,,,,
559196,101563.921875,281.67,92.813621,-0.301669,-3.160346,-0.768370,-0.048954,-0.065981,286.69,4.01,6.08,20.99,71.97,-19.364847,1,1,0,1,0,,,,,,,,
559206,101563.921875,281.67,91.980438,-2.470816,1.259350,-0.707709,0.176661,-0.092587,286.54,4.01,6.25,21.75,72.94,-19.364847,1,1,0,1,0,,,,,,,,
559216,101563.921875,281.67,92.162399,-3.514688,1.829170,-0.681104,0.107486,-0.161762,286.54,3.99,6.38,22.47,73.84,-19.364847,1,1,0,1,0,,,,,,,,
559226,101545.218750,281.67,92.550262,-2.801215,0.387860,-0.606608,0.018091,-0.219230,286.54,3.98,6.86,23.52,74.68,-17.850271,1,1,0,1,0,,,,,,,,
559236,101526.515625,281.67,92.928543,-4.228159,0.114921,-0.580002,-0.005321,-0.275634,286.54,3.98,7.60,24.83,75.48,-16.335472,1,1,0,1,0,,,,,,,,
559246,101522.718750,281.66,92.037902,-2.753331,0.220266,-0.510828,0.028734,-0.321395,286.54,3.98,8.25,26.03,76.12,-16.027927,1,1,0,1,0,,,,,,,,
559256,101545.218750,281.67,93.000366,-3.677493,0.933738,-0.471451,0.051082,-0.368221,286.69,3.97,8.29,26.63,76.79,-17.850271,1,1,0,1,0,,,,,,,,
559266,101545.218750,281.67,92.928543,-3.414131,-0.023942,-0.401212,-0.001064,-0.423561,286.69,3.98,8.33,27.22,77.40,-17.850271,1,1,0,1,0,,,,,,,,
559276,101526.515625,281.67,93.632438,-3.639186,-0.565031,-0.354386,-0.012770,-0.466130,286.54,3.98,8.74,28.18,78.01,-16.335472,1,1,0,1,0,,,,,,,,
559286,101507.812500,281.67,94.350700,-3.610455,-0.244208,-0.296918,0.007449,-0.509763,286.30,3.98,9.43,29.41,78.63,-14.820445,1,1,0,1,0,,,,,,,,
559296,101507.812500,281.67,94.719406,-4.084507,0.105344,-0.246900,0.012770,-0.548075,286.35,3.98,9.96,30.47,79.22,-14.820445,1,1,0,1,0,,,,,,,,
559306,101526.515625,281.67,94.408157,-3.557783,-0.158017,-0.178789,-0.007449,-0.588516,286.59,3.98,9.99,31.03,79.73,-16.335472,1,1,0,1,0,,,,,,,,
559316,101489.109375,281.67,94.436889,-3.217807,0.550666,-0.121321,0.025541,-0.616186,286.54,3.98,10.77,32.32,80.20,-13.305191,1,1,0,1,0,,,,,,,,
559326,101504.015625,281.66,95.332321,-3.902548,-0.062249,-0.062789,0.006385,-0.650241,286.49,3.97,11.07,33.14,80.70,-14.512855,1,1,0,1,0,,,,,,,,
559336,101507.812500,281.67,94.599693,-3.888183,0.349553,0.005321,0.004256,-0.685361,286.35,3.98,11.22,33.80,81.09,-14.820445,1,1,0,1,0,,,,,,,,
559346,101485.312500,281.66,95.566955,-4.218583,0.014365,0.085138,-0.014899,-0.713030,286.49,3.98,11.79,34.87,81.53,-12.997556,1,1,0,1,0,,,,,,,,
559356,101470.421875,281.67,96.404922,-4.419696,0.588973,0.142606,0.028734,-0.724737,286.49,3.97,12.53,36.10,82.01,-11.790979,1,1,0,1,0,,,,,,,,
559366,101470.421875,281.67,97.132759,-4.309563,0.205901,0.203267,0.012770,-0.737508,286.49,3.97,13.09,37.16,82.52,-11.790979,1,1,0,1,0,,,,,,,,
559376,101470.421875,281.67,96.266059,-6.253654,-0.330399,0.291597,-0.015963,-0.727930,286.54,3.97,13.53,38.07,82.89,-11.790979,1,1,0,1,0,,,,,,,,
